idnumber,datetime,host,RID,proto,spt,dpt,ipaddress,cc,country,locale,latitude,longitude,Label,Sources,label
hv73111037,03-04-13 23:48,groucho-singapore,1965682167,TCP,2386.0,1433.0,117.41.237.247,CN,China,Jiangxi Sheng,28.55,115.9333,0,https://www.buzzfeednews.com/article/kevincollier/2016-sweden-ddos-expressen-hack-russia-cables,0
ci40326352,03-04-13 23:48,groucho-norcal,92767865,TCP,44632.0,5901.0,5.135.134.121,FR,France,,48.86,2.35,1,,1
uu60510037,03-04-13 23:50,groucho-tokyo,3550106382,UDP,2662.0,20029.0,211.154.83.14,CN,China,Shanghai Shi,31.0456,121.3997,0,,0
nn00845178,03-04-13 23:51,groucho-tokyo,3550106382,UDP,2662.0,20029.0,211.154.83.14,CN,China,Shanghai Shi,31.0456,121.3997,1,https://www.us-cert.gov/security-publications/GRIZZLY-STEPPE-Russian-Malicious-Cyber-Activity,1
ci40326344,03-04-13 23:51,groucho-tokyo,3550106382,UDP,2662.0,20029.0,211.154.83.14,CN,China,Shanghai Shi,31.0456,121.3997,1,https://www.forbes.com/sites/thomasbrewster/2017/02/15/oilrig-iran-hackers-cyberespionage-us-turkey-saudi-arabia/#381fa5df468a,1
ak022ah9d0xl,03-04-13 23:53,groucho-tokyo,3550106382,UDP,2662.0,20029.0,211.154.83.14,CN,China,Shanghai Shi,31.0456,121.3997,0,https://www.nytimes.com/2017/06/12/world/middleeast/isis-cyber.html,0
us6000ibb9,03-04-13 23:54,groucho-singapore,3495535535,TCP,48252.0,22.0,208.89.163.175,US,United States,Wyoming,41.0784,-104.7403,0,https://www.wired.com/story/russian-hackers-attack-ukraine,0
av91068578,03-04-13 23:54,groucho-singapore,3495535535,TCP,48252.0,22.0,208.89.163.175,US,United States,Wyoming,41.0784,-104.7403,0,https://www.theguardian.com/sport/2016/nov/25/fancy-bears-hack-again-with-attack-on-senior-anti-doping-officials,0
ci40326336,03-04-13 23:54,groucho-oregon,1017973638,TCP,6000.0,6666.0,60.173.11.134,CN,China,Anhui Sheng,31.8639,117.2808,0,,0
tx2022pzpz,03-04-13 23:54,groucho-tokyo,3550106382,UDP,2662.0,20029.0,211.154.83.14,CN,China,Shanghai Shi,31.0456,121.3997,1,,1
ak022ah98z7l,03-04-13 23:54,groucho-tokyo,3550106382,UDP,2662.0,20029.0,211.154.83.14,CN,China,Shanghai Shi,31.0456,121.3997,1,,1
av91663476,03-04-13 23:54,groucho-tokyo,3550106382,UDP,2662.0,20029.0,211.154.83.14,CN,China,Shanghai Shi,31.0456,121.3997,1,,1
ak022ah984nt,03-04-13 23:55,groucho-tokyo,3550106382,UDP,2662.0,20029.0,211.154.83.14,CN,China,Shanghai Shi,31.0456,121.3997,1,,1
av91068588,03-04-13 23:55,groucho-tokyo,3550106382,UDP,2662.0,20029.0,211.154.83.14,CN,China,Shanghai Shi,31.0456,121.3997,0,http://researchcenter.paloaltonetworks.com/2016/06/unit42-prince-of-persia-game-over/,0
nc73768710,03-04-13 23:55,groucho-tokyo,1605675734,TCP,60991.0,445.0,95.180.170.214,MK,Macedonia,Opstina Karpos,42.0,21.4333,0,http://researchcenter.paloaltonetworks.com/2015/06/evilgrab-delivered-by-watering-hole-attack-on-president-of-myanmars-website/,0
av91068583,03-04-13 23:55,groucho-tokyo,1605675734,TCP,60991.0,445.0,95.180.170.214,MK,Macedonia,Opstina Karpos,42.0,21.4333,0,,0
us6000ib9v,03-04-13 23:57,groucho-eu,170932385,UDP,67.0,68.0,10.48.56.161,,,,,,1,http://news.softpedia.com/news/korean-energy-and-transportation-targets-attacked-by-oniondog-apt-501534.shtml,1
ci40326328,03-05-13 0:00,groucho-oregon,1965603898,TCP,33638.0,1433.0,117.40.188.58,CN,China,Jiangxi Sheng,28.55,115.9333,1,,1
nc73768705,03-05-13 0:04,groucho-us-east,1440145003,TCP,55926.0,22.0,85.214.222.107,DE,Germany,Land Berlin,52.5167,13.4,1,,1
ak022ah8rn49,03-05-13 0:04,groucho-us-east,1440145003,TCP,55926.0,22.0,85.214.222.107,DE,Germany,Land Berlin,52.5167,13.4,0,,0
uw61863747,03-05-13 0:05,groucho-tokyo,1965603898,TCP,52595.0,1433.0,117.40.188.58,CN,China,Jiangxi Sheng,28.55,115.9333,0,https://www.theregister.co.uk/2017/02/16/yahoo_forged_cookie_hack_risk/,0
uw61863742,03-05-13 0:07,groucho-singapore,2990856029,UDP,56502.0,38161.0,178.68.215.93,RU,Russia,,60.0,100.0,0,https://arstechnica.com/security/2016/08/researchers-crack-open-unusually-advanced-malware-that-hid-for-5-years/,0
us6000ib9s,03-05-13 0:07,groucho-singapore,2990856029,UDP,56502.0,38161.0,178.68.215.93,RU,Russia,,60.0,100.0,0,,0
ak022ah8phus,03-05-13 0:07,groucho-singapore,2990856029,UDP,56502.0,38161.0,178.68.215.93,RU,Russia,,60.0,100.0,0,,0
nc73768690,03-05-13 0:07,groucho-singapore,2990856029,UDP,56502.0,38161.0,178.68.215.93,RU,Russia,,60.0,100.0,1,,1
av91663441,03-05-13 0:07,groucho-singapore,2990856029,UDP,56502.0,38161.0,178.68.215.93,RU,Russia,,60.0,100.0,1,,1
nn00845177,03-05-13 0:07,groucho-tokyo,1128316457,TCP,61113.0,445.0,67.64.190.41,US,United States,,38.0,-97.0,1,,1
hv73110977,03-05-13 0:07,groucho-singapore,2990856029,UDP,56502.0,38161.0,178.68.215.93,RU,Russia,,60.0,100.0,0,,0
tx2022pznj,03-05-13 0:08,groucho-singapore,2990856029,UDP,56502.0,38161.0,178.68.215.93,RU,Russia,,60.0,100.0,0,http://www.wsj.com/articles/german-parliament-struggles-to-purge-hackers-from-computer-network-1434127532,0
ci40326312,03-05-13 0:08,groucho-oregon,3080270273,TCP,6000.0,1433.0,183.153.49.193,CN,China,Jiangsu Sheng,32.4907,119.9081,0,https://www.wired.com/2016/03/inside-cunning-unprecedented-hack-ukraines-power-grid/,0
nc73768685,03-05-13 0:08,groucho-singapore,2990856029,UDP,56502.0,38161.0,178.68.215.93,RU,Russia,,60.0,100.0,1,http://cdn2.hubspot.net/hubfs/454298/Project_CAMERASHY_ThreatConnect_Copyright_2015.pdf?t=1443030820943&submissionGuid=81f1c199-859f-41e9-955b-2eec13777720,1
pr71366373,03-05-13 0:10,groucho-us-east,1890045789,UDP,40731.0,54521.0,112.167.207.93,KR,South Korea,,37.57,126.98,1,http://www.usatoday.com/story/tech/2015/02/04/health-care-anthem-hacked/22900925/,1
pr71366368,03-05-13 0:10,groucho-us-east,1890045789,UDP,40731.0,54521.0,112.167.207.93,KR,South Korea,,37.57,126.98,1,https://www.wired.com/2017/05/close-look-notorious-apt32-hacking-group-action/,1
nc73768680,03-05-13 0:10,groucho-us-east,1890045789,UDP,40731.0,54521.0,112.167.207.93,KR,South Korea,,37.57,126.98,1,,1
se60159653,03-05-13 0:10,groucho-us-east,1890045789,UDP,40731.0,54521.0,112.167.207.93,KR,South Korea,,37.57,126.98,0,https://www.lookingglasscyber.com/wp-content/uploads/2015/08/Operation_Armageddon_Final.pdf,0
pr71366293,03-05-13 0:10,groucho-us-east,1890045789,UDP,40731.0,54521.0,112.167.207.93,KR,South Korea,,37.57,126.98,0,http://www.wsj.com/articles/spy-virus-linked-to-israel-targeted-hotels-used-for-iran-nuclear-talks-1433937601,0
ak022ah88ahu,03-05-13 0:11,groucho-oregon,1652482834,TCP,6000.0,3306.0,98.126.227.18,US,United States,California,33.8138,-117.7986,0,,0
us6000ib9m,03-05-13 0:12,groucho-oregon,1017974346,TCP,6000.0,8080.0,60.173.14.74,CN,China,Anhui Sheng,31.8639,117.2808,1,http://www.symantec.com/connect/blogs/buckeye-cyberespionage-group-shifts-gaze-us-hong-kong,1
nc73768675,03-05-13 0:12,groucho-oregon,1032051418,TCP,6000.0,1433.0,61.131.218.218,CN,China,Jiangxi Sheng,28.55,115.9333,1,https://www.threatconnect.com/blog/threatconnect-discovers-chinese-apt-activity-in-europe/,1
ak022ah86n3l,03-05-13 0:12,groucho-us-east,1017974346,TCP,6000.0,8080.0,60.173.14.74,CN,China,Anhui Sheng,31.8639,117.2808,0,https://www.crowdstrike.com/blog/bears-midst-intrusion-democratic-national-committee/,0
av91068573,03-05-13 0:12,groucho-eu,1017974346,TCP,6000.0,8080.0,60.173.14.74,CN,China,Anhui Sheng,31.8639,117.2808,1,https://401trg.com/burning-umbrella/,1
ci40326304,03-05-13 0:13,groucho-oregon,3078722021,TCP,13993.0,22.0,183.129.145.229,CN,China,Zhejiang Sheng,30.2936,120.1614,0,,0
ak022ah82kzr,03-05-13 0:13,groucho-norcal,3704882794,UDP,11725.0,40938.0,220.212.6.106,JP,Japan,,35.69,139.69,0,,0
ok2022pzlz,03-05-13 0:13,groucho-norcal,3704882794,UDP,11725.0,40938.0,220.212.6.106,JP,Japan,,35.69,139.69,1,https://citizenlab.org/2015/08/iran_two_factor_phishing/,1
ci40326296,03-05-13 0:13,groucho-norcal,3704882794,UDP,11725.0,40938.0,220.212.6.106,JP,Japan,,35.69,139.69,0,https://www.acsc.gov.au/publications/ACSC_Threat_Report_2016.pdf,0
uw61863737,03-05-13 0:14,groucho-norcal,3704882794,UDP,11725.0,40938.0,220.212.6.106,JP,Japan,,35.69,139.69,1,http://www.securityweek.com/blue-termite-apt-targets-japanese-organizations,1
ak022ah7z2so,03-05-13 0:14,groucho-norcal,3704882794,UDP,11725.0,40938.0,220.212.6.106,JP,Japan,,35.69,139.69,0,http://arstechnica.com/security/2015/02/how-omnipotent-hackers-tied-to-the-nsa-hid-for-14-years-and-were-found-at-last/,0
nn00845176,03-05-13 0:14,groucho-norcal,3704882794,UDP,11725.0,40938.0,220.212.6.106,JP,Japan,,35.69,139.69,1,https://fcw.com/Articles/2015/04/23/Carter-Russian-hack.aspx,1
nc73768670,03-05-13 0:15,groucho-norcal,2129692888,TCP,54891.0,445.0,126.240.136.216,JP,Japan,,35.69,139.69,0,https://www.washingtonpost.com/news/federal-eye/wp/2015/07/09/hack-of-security-clearance-system-affected-21-5-million-people-federal-authorities-say/,0
hv73110942,03-05-13 0:15,groucho-norcal,2129692888,TCP,54891.0,445.0,126.240.136.216,JP,Japan,,35.69,139.69,1,,1
nn00845155,03-05-13 0:15,groucho-norcal,3704882794,UDP,11725.0,40938.0,220.212.6.106,JP,Japan,,35.69,139.69,0,http://www.wsj.com/articles/nsa-chief-says-cyberattack-at-pentagon-was-sophisticated-persistent-1441761541,0
nc73768665,03-05-13 0:15,groucho-norcal,2129692888,TCP,54891.0,445.0,126.240.136.216,JP,Japan,,35.69,139.69,1,,1
nn00845154,03-05-13 0:16,groucho-us-east,2916153003,TCP,1656.0,445.0,173.208.246.171,US,United States,Missouri,39.1068,-94.566,0,,0
nn00845175,03-05-13 0:16,groucho-us-east,2916153003,TCP,1656.0,445.0,173.208.246.171,US,United States,Missouri,39.1068,-94.566,1,,1
uw61863732,03-05-13 0:18,groucho-oregon,1019141837,TCP,6000.0,1433.0,60.190.222.205,CN,China,,35.0,105.0,0,http://www.techrepublic.com/article/chinese-government-linked-to-largest-ddos-attack-in-github-history/,0
ak022ah7kd4j,03-05-13 0:20,groucho-singapore,2388376373,TCP,6000.0,3306.0,142.91.187.53,US,United States,California,34.0438,-118.2512,1,,1
uw61863727,03-05-13 0:21,groucho-tokyo,1017972899,TCP,6000.0,8080.0,60.173.8.163,CN,China,Anhui Sheng,31.8639,117.2808,0,http://www.nytimes.com/2015/04/26/us/russian-hackers-read-obamas-unclassified-emails-officials-say.html?_r=0,0
uu60510032,03-05-13 0:24,groucho-tokyo,3485521202,TCP,61715.0,5900.0,207.192.213.50,US,United States,,38.0,-97.0,1,,1
pr71366288,03-05-13 0:25,groucho-singapore,1932472787,TCP,6000.0,3389.0,115.47.49.211,CN,China,Beijing Shi,39.9289,116.3883,0,http://blog.trendmicro.com/trendlabs-security-intelligence/attackers-target-organizations-in-japan-transform-local-sites-into-cc-servers-for-emdivi-backdoor/,0
ci40326288,03-05-13 0:26,groucho-oregon,2917802434,TCP,6000.0,3306.0,173.234.33.194,US,United States,Illinois,41.8471,-87.6248,1,,1
hv73110927,03-05-13 0:28,groucho-oregon,3689613421,TCP,6000.0,1433.0,219.235.8.109,CN,China,Beijing Shi,39.9289,116.3883,0,http://motherboard.vice.com/read/theres-evidence-the-yemen-cyber-army-is-actually-iranian,0
us6000ib98,03-05-13 0:28,groucho-oregon,1680530090,TCP,39437.0,3389.0,100.42.218.170,US,United States,California,34.053000000000004,-118.2642,1,,1
nn00845174,03-05-13 0:31,groucho-tokyo,2102005182,TCP,3816.0,445.0,125.74.13.190,CN,China,Gansu Sheng,36.0564,103.7922,0,http://www.trendmicro.com.my/vinfo/my/security/news/cyber-attacks/esile-targeted-attack-campaign-hits-apac-governments,0
nc73768660,03-05-13 0:31,groucho-tokyo,2102005182,TCP,3816.0,445.0,125.74.13.190,CN,China,Gansu Sheng,36.0564,103.7922,1,,1
ok2022pzjd,03-05-13 0:31,groucho-singapore,3322768892,TCP,6000.0,1433.0,198.13.109.252,US,United States,California,34.0115,-117.8535,0,http://www.reuters.com/article/us-cybersecurity-energeticbear-idUSKBN0F722V20140702,0
ci40326280,03-05-13 0:32,groucho-tokyo,2959833141,TCP,48739.0,80.0,176.107.120.53,CZ,Czechia,,49.75,15.5,1,,1
ci40326272,03-05-13 0:32,groucho-tokyo,2959833141,TCP,48739.0,80.0,176.107.120.53,CZ,Czechia,,49.75,15.5,0,,0
ci40326256,03-05-13 0:33,groucho-oregon,3630406730,TCP,6000.0,1433.0,216.99.156.74,US,United States,California,34.0115,-117.8535,1,https://www.washingtonpost.com/world/national-security/russian-hacker-group-exploits-satellites-to-steal-data-hide-tracks/2015/09/08/c59fa7cc-5657-11e5-b8c9-944725fcd3b9_story.html,1
uu60510027,03-05-13 0:33,groucho-singapore,3658020275,TCP,6000.0,1433.0,218.8.245.179,CN,China,Heilongjiang Sheng,45.75,126.65,0,,0
hv73110907,03-05-13 0:33,groucho-sa,1017973638,TCP,6000.0,6666.0,60.173.11.134,CN,China,Anhui Sheng,31.8639,117.2808,0,https://www.justice.gov/opa/press-release/file/1092091/download,0
hv73110902,03-05-13 0:33,groucho-norcal,1017973638,TCP,6000.0,6666.0,60.173.11.134,CN,China,Anhui Sheng,31.8639,117.2808,0,https://attack.mitre.org/groups/G0044/,0
nc73768655,03-05-13 0:33,zeppo-norcal,1017973638,TCP,6000.0,6666.0,60.173.11.134,CN,China,Anhui Sheng,31.8639,117.2808,0,http://www.trendmicro.com/cloud-content/us/pdfs/security-intelligence/white-papers/wp-operation-pawn-storm.pdf,0
nn00845107,03-05-13 0:34,groucho-sydney,1017973638,TCP,6000.0,6666.0,60.173.11.134,CN,China,Anhui Sheng,31.8639,117.2808,1,https://www.wired.com/2014/10/russian-sandworm-hack-isight/,1
pr71366278,03-05-13 0:36,groucho-sydney,2953454577,TCP,12765.0,995.0,176.10.35.241,IS,Iceland,,65.0,-18.0,0,,0
uw61863722,03-05-13 0:36,groucho-tokyo,2947040846,TCP,3331.0,23.0,175.168.70.78,CN,China,Liaoning,41.7922,123.4328,0,,0
pr71366283,03-05-13 0:38,groucho-singapore,18513142,TCP,6000.0,8080.0,1.26.124.246,CN,China,Inner Mongolia,40.6522,109.8222,0,,0
av91068568,03-05-13 0:42,groucho-tokyo,994027267,TCP,6000.0,1433.0,59.63.167.3,CN,China,Jiangxi Sheng,28.55,115.9333,0,https://www.secureworks.com/research/suspected-iran-based-hacker-group-creates-network-of-fake-linkedin-profiles,0
hv73110877,03-05-13 0:45,groucho-tokyo,3351306983,TCP,3041.0,445.0,199.192.226.231,VC,Saint Vincent and the Grenadines,Parish of Saint George,13.1333,-61.2167,1,,1
ak022ah6tb4d,03-05-13 0:45,groucho-singapore,3563457336,TCP,36565.0,3389.0,212.102.11.56,SA,Saudi Arabia,,25.0,45.0,1,,1
us6000ib8x,03-05-13 0:45,groucho-singapore,3563457336,TCP,36566.0,3389.0,212.102.11.56,SA,Saudi Arabia,,25.0,45.0,0,,0
ci37437268,03-05-13 0:45,groucho-tokyo,3351306983,TCP,3041.0,445.0,199.192.226.231,VC,Saint Vincent and the Grenadines,Parish of Saint George,13.1333,-61.2167,0,,0
ci40326248,03-05-13 0:46,groucho-tokyo,2917955753,UDP,5066.0,5060.0,173.236.120.169,US,United States,Illinois,41.8876,-87.6368,0,http://www.wired.com/2015/01/german-steel-mill-hack-destruction/,0
us6000ib8t,03-05-13 0:47,groucho-oregon,1033063135,TCP,64032.0,3306.0,61.147.74.223,CN,China,Jiangsu Sheng,32.0617,118.7778,0,https://www.justice.gov/opa/pr/chinese-national-pleads-guilty-conspiring-hack-us-defense-contractors-systems-steal-sensitive,0
ak022ah6pwaj,03-05-13 0:48,groucho-singapore,3702892700,TCP,6000.0,1433.0,220.181.168.156,CN,China,Beijing Shi,39.9289,116.3883,1,,1
us6000ib8s,03-05-13 0:49,groucho-tokyo,1017972899,TCP,6000.0,8080.0,60.173.8.163,CN,China,Anhui Sheng,31.8639,117.2808,1,http://www.bbc.com/news/world-us-canada-28548925,1
av91663276,03-05-13 0:49,groucho-singapore,1885002499,TCP,6000.0,1433.0,112.90.219.3,CN,China,Guangdong,23.1167,113.25,1,https://www.crowdstrike.com/blog/whois-numbered-panda/,1
nn00845103,03-05-13 0:52,groucho-singapore,3226135471,TCP,6000.0,1433.0,192.74.235.175,US,United States,California,37.3887,-122.0188,0,http://www.onapsis.com/blog/chinese-most-likely-using-one-top-three-most-common-sap-exploits-identified-onapsis-compromise,0
tx2022pzgu,03-05-13 0:52,groucho-sydney,3535196418,TCP,2863.0,3389.0,210.182.209.2,KR,South Korea,,37.57,126.98,1,https://www.schneier.com/blog/archives/2014/02/the_mask_espion.html,1
ak022ah6dpmw,03-05-13 0:52,groucho-sydney,3535196418,TCP,2863.0,3389.0,210.182.209.2,KR,South Korea,,37.57,126.98,0,,0
uw61863712,03-05-13 0:52,zeppo-norcal,1020506730,TCP,16205.0,808.0,60.211.178.106,CN,China,Shandong Sheng,36.6683,116.9972,1,http://blogs.cfr.org/cyber/2016/09/15/shouting-at-americans-a-peek-into-french-signals-intelligence/,1
av91068563,03-05-13 0:51,groucho-norcal,1020506730,TCP,16205.0,808.0,60.211.178.106,CN,China,Shandong Sheng,36.6683,116.9972,0,https://www.washingtonpost.com/news/the-switch/wp/2014/10/21/apples-icloud-service-suffers-cyber-attack-in-china-putting-passwords-in-peril/,0
av91068558,03-05-13 0:52,groucho-sydney,3535196418,TCP,2863.0,3389.0,210.182.209.2,KR,South Korea,,37.57,126.98,1,https://www.bleepingcomputer.com/news/security/mitsubishi-electric-warns-of-data-leak-after-security-breach/,1
av91068553,03-05-13 0:53,groucho-singapore,2996944977,UDP,63791.0,38161.0,178.161.192.81,RU,Russia,Perm Krai,58.0093,56.2841,0,https://securelist.com/holy-water-ongoing-targeted-water-holing-attack-in-asia/96311/,0
nc73768645,03-05-13 0:53,groucho-singapore,2996944977,UDP,63791.0,38161.0,178.161.192.81,RU,Russia,Perm Krai,58.0093,56.2841,1,https://www.politico.com/f/?id=00000173-76e6-d36e-abff-7ffe63dc0000,1
ci40326240,03-05-13 0:53,groucho-singapore,2996944977,UDP,63791.0,38161.0,178.161.192.81,RU,Russia,Perm Krai,58.0093,56.2841,0,https://malpedia.caad.fkie.fraunhofer.de/actor/tonto_team,0
tx2022pzge,03-05-13 0:53,groucho-singapore,2996944977,UDP,63791.0,38161.0,178.161.192.81,RU,Russia,Perm Krai,58.0093,56.2841,1,https://www.bbc.com/news/world-us-canada-52656656,1
ak022ah68jdb,03-05-13 0:53,groucho-singapore,2996944977,UDP,63791.0,38161.0,178.161.192.81,RU,Russia,Perm Krai,58.0093,56.2841,0,https://www.scmp.com/news/china/diplomacy/article/3098012/mainland-chinese-hackers-attacked-government-agencies-steal,0
av91663211,03-05-13 0:52,groucho-norcal,3070602671,TCP,3934.0,3389.0,183.5.173.175,CN,China,Guangdong,23.1167,113.25,1,,1
ak022ah6656c,03-05-13 0:53,groucho-norcal,3070602671,TCP,3934.0,3389.0,183.5.173.175,CN,China,Guangdong,23.1167,113.25,1,,1
ak022ah5u74o,03-05-13 0:53,groucho-norcal,3070602671,TCP,3934.0,3389.0,183.5.173.175,CN,China,Guangdong,23.1167,113.25,0,,0
ak022ah5q4o6,03-05-13 0:54,groucho-singapore,2996944977,UDP,63791.0,38161.0,178.161.192.81,RU,Russia,Perm Krai,58.0093,56.2841,0,https://www.npr.org/2020/01/24/799358557/behind-the-suspected-saudi-arabian-hacking-of-jeff-bezos-phone,0
nc73768640,03-05-13 0:54,groucho-oregon,1971823514,TCP,6000.0,1433.0,117.135.163.154,CN,China,,35.0,105.0,0,,0
ak022ah5o3vw,03-05-13 0:54,groucho-singapore,2996944977,UDP,63791.0,38161.0,178.161.192.81,RU,Russia,Perm Krai,58.0093,56.2841,0,https://go.recordedfuture.com/hubfs/reports/cta-2020-0728.pdf,0
ci40326232,03-05-13 0:54,groucho-norcal,1846004267,TCP,3092.0,23.0,110.7.202.43,CN,China,Inner Mongolia,40.6522,109.8222,1,,1
hv73110762,03-05-13 0:58,groucho-singapore,1932473481,TCP,6000.0,1433.0,115.47.52.137,CN,China,Beijing Shi,39.9289,116.3883,1,,1
hv73110757,03-05-13 1:03,zeppo-norcal,3584358726,TCP,58021.0,5902.0,213.164.249.70,RO,Romania,,46.0,25.0,1,https://www.cyberscoop.com/north-korea-atm-cashout-hacking-fbi-dhs-treasury-dod/,1
tx2022pzdm,03-05-13 1:04,zeppo-norcal,2917802434,TCP,6000.0,3306.0,173.234.33.194,US,United States,Illinois,41.8471,-87.6248,1,https://www.zdnet.com/article/state-sponsored-hackers-are-now-using-coronavirus-lures-to-infect-their-targets/,1
nn00845102,03-05-13 1:03,groucho-norcal,2917802434,TCP,6000.0,3306.0,173.234.33.194,US,United States,Illinois,41.8471,-87.6248,0,,0
nc73768630,03-05-13 1:04,groucho-us-east,2917802434,TCP,6000.0,3306.0,173.234.33.194,US,United States,Illinois,41.8471,-87.6248,0,https://quointelligence.eu/2020/09/apt28-zebrocy-malware-campaign-nato-theme/,0
nc73768635,03-05-13 1:05,groucho-singapore,3394623162,TCP,46760.0,1433.0,202.85.214.186,CN,China,,35.0,105.0,0,,0
ci40326224,03-05-13 1:05,groucho-sydney,1604835084,TCP,36580.0,1433.0,95.167.215.12,RU,Russia,,60.0,100.0,1,https://www.cyberscoop.com/vietnam-coronavirus-china-apt32-fireeye/,1
ci40326216,03-05-13 1:06,groucho-tokyo,2759617346,TCP,6000.0,3306.0,164.124.107.66,KR,South Korea,,37.57,126.98,1,https://www.fireeye.com/content/dam/fireeye-www/blog/pdfs/Ghostwriter-Influence-Campaign.pdf,1
ci37437260,03-05-13 1:06,groucho-norcal,1627302658,TCP,38167.0,8080.0,96.254.171.2,US,United States,Florida,28.3031,-82.7048,1,https://blog.malwarebytes.com/threat-analysis/2020/03/apt36-jumps-on-the-coronavirus-bandwagon-delivers-crimson-rat/,1
us6000ib8a,03-05-13 1:06,groucho-norcal,1627302658,TCP,38167.0,8080.0,96.254.171.2,US,United States,Florida,28.3031,-82.7048,0,https://www.aljazeera.com/news/2020/05/israel-cyberattack-caused-total-disarray-iran-port-report-200519163117789.html,0
nc73768625,03-05-13 1:07,groucho-oregon,1017974346,TCP,6000.0,8080.0,60.173.14.74,CN,China,Anhui Sheng,31.8639,117.2808,0,https://www.cyberscoop.com/north-korean-government-malware-hacking-fake-job-fbi-dhs/,0
ci40326208,03-05-13 1:07,groucho-norcal,652542221,UDP,15769.0,123.0,38.229.1.13,US,United States,,38.0,-97.0,0,https://twitter.com/RedDrip7/status/1230683740508000256,0
pr2022228000,03-05-13 1:08,groucho-us-east,1017974346,TCP,6000.0,8080.0,60.173.14.74,CN,China,Anhui Sheng,31.8639,117.2808,0,https://www.wired.com/story/nsa-sandworm-exim-mail-server-warning/,0
av91663106,03-05-13 1:08,groucho-eu,1017974346,TCP,6000.0,8080.0,60.173.14.74,CN,China,Anhui Sheng,31.8639,117.2808,0,https://www.wired.com/story/russias-fancy-bear-hack-us-federal-agency/,0
ak022ah50cky,03-05-13 1:09,groucho-oregon,1032051418,TCP,6000.0,1433.0,61.131.218.218,CN,China,Jiangxi Sheng,28.55,115.9333,1,https://www.zdnet.com/article/iranian-hackers-target-us-government-workers-in-new-campaign/,1
nc73768620,03-05-13 1:10,groucho-tokyo,3145280875,TCP,3906.0,445.0,187.121.45.107,BR,Brazil,Estado de Sao Paulo,-23.4733,-46.6658,1,https://www.nytimes.com/2020/05/07/world/asia/china-hacking-military-aria.html,1
ci37437252,03-05-13 1:10,groucho-tokyo,3145280875,TCP,3906.0,445.0,187.121.45.107,BR,Brazil,Estado de Sao Paulo,-23.4733,-46.6658,1,https://www.fireeye.com/content/dam/fireeye-www/blog/pdfs/Ghostwriter-Influence-Campaign.pdf,1
ci40326200,03-05-13 1:11,groucho-tokyo,22055960,TCP,62234.0,445.0,1.80.140.24,CN,China,Shaanxi,34.2583,108.9286,0,https://blog.malwarebytes.com/threat-analysis/2020/03/apt36-jumps-on-the-coronavirus-bandwagon-delivers-crimson-rat/,0
us6000ib83,03-05-13 1:11,groucho-tokyo,22055960,TCP,62234.0,445.0,1.80.140.24,CN,China,Shaanxi,34.2583,108.9286,0,https://www.cyberscoop.com/cpc-ransomware-winnti-taiwan-china/,0
ci40326192,03-05-13 1:11,groucho-us-east,3284591890,TCP,3592.0,3389.0,195.198.229.18,SE,Sweden,,62.0,15.0,0,,0
ci40326184,03-05-13 1:11,groucho-us-east,3284591890,TCP,4391.0,3389.0,195.198.229.18,SE,Sweden,,62.0,15.0,1,https://this.kiji.is/595817375508235361,1
us6000ib81,03-05-13 1:12,groucho-tokyo,22055960,TCP,62234.0,445.0,1.80.140.24,CN,China,Shaanxi,34.2583,108.9286,1,https://www.cyber.gov.au/acsc/view-all-content/advisories/advisory-2020-008-copy-paste-compromises-tactics-techniques-and-procedures-used-target-multiple-australian-networks,1
us6000ib7v,03-05-13 1:11,groucho-norcal,3420764683,UDP,5086.0,5060.0,203.228.186.11,KR,South Korea,,37.57,126.98,1,https://www.bleepingcomputer.com/news/security/winnti-group-infected-hong-kong-universities-with-malware/,1
uu60510022,03-05-13 1:12,zeppo-norcal,3420764683,UDP,5086.0,5060.0,203.228.186.11,KR,South Korea,,37.57,126.98,1,https://www.jpost.com/israel-news/security-cabinet-israel-didnt-expect-iranian-cyberattack-on-water-system-627497,1
ak022ah4j7hh,03-05-13 1:12,zeppo-norcal,45186175,TCP,3687.0,3389.0,2.177.124.127,IR,Iran,,32.0,53.0,0,https://www.cyberscoop.com/taidoor-malware-report-china-cisa-dod-fbi/,0
av91663036,03-05-13 1:12,zeppo-norcal,45186175,TCP,3687.0,3389.0,2.177.124.127,IR,Iran,,32.0,53.0,0,https://documents.trendmicro.com/assets/white_papers/wp-pawn-storm-in-2019.pdf,0
uu60510017,03-05-13 1:12,zeppo-norcal,45186175,TCP,3687.0,3389.0,2.177.124.127,IR,Iran,,32.0,53.0,0,,0
ak022ah4hyba,03-05-13 1:14,groucho-singapore,2054464550,TCP,1779.0,23.0,122.116.164.38,TW,Taiwan,Taipei,25.0392,121.525,1,,1
nn00845173,03-05-13 1:15,groucho-singapore,1017977521,TCP,6000.0,9090.0,60.173.26.177,CN,China,Anhui Sheng,31.8639,117.2808,1,,1
ci40326176,03-05-13 1:15,groucho-norcal,3074343521,TCP,2885.0,3389.0,183.62.194.97,CN,China,Guangdong,23.1167,113.25,0,https://www.reuters.com/article/us-iran-hackers-exclusive/exclusive-iran-linked-hackers-pose-as-journalists-in-email-scam-idUSKBN1ZZ1MS,0
